OverallQual,ExterQual,Neighborhood,GarageCars,GrLivArea,YearBuilt,TotalBsmtSF,BsmtQual,GarageArea,KitchenQual,stFlrSF,FullBath,SalePrice
7,3,11,1.0986122886681098,7.673223121121708,2003,7.268920128193722,5,6.508769136971682,3,7.325807502595773,0.6931471805599453,239686.0
8,3,21,1.3862943611198906,7.412764017426562,2006,7.412764017426562,4,6.717804695023691,3,7.412764017426562,1.0986122886681098,249700.0
4,2,17,0.0,7.281385663570282,1920,6.602587892189336,3,0.0,2,6.602587892189336,1.0986122886681098,113000.0
5,2,19,0.6931471805599453,6.862757913051401,1966,6.862757913051401,3,5.958424693029782,2,6.862757913051401,0.6931471805599453,127000.0
6,2,8,1.0986122886681098,7.293697720601438,1997,6.678342114654332,4,5.963579343618446,2,6.678342114654332,1.0986122886681098,177000.0
6,2,3,1.0986122886681098,7.0707241072602764,1934,6.705639094860003,3,6.270988431858299,2,6.705639094860003,0.6931471805599453,114500.0
5,1,9,1.0986122886681098,6.705639094860003,1963,6.705639094860003,4,6.248042874508429,2,6.705639094860003,0.6931471805599453,110000.0
9,3,24,1.3862943611198906,7.519149957669823,1981,7.519149957669823,5,6.796823718274855,3,7.519149957669823,0.0,385000.0
5,2,12,1.0986122886681098,7.215975002651466,1955,5.953243334287785,3,6.35088571671474,2,7.215975002651466,0.6931471805599453,130000.0
6,2,12,1.0986122886681098,7.262628600974241,1964,7.262628600974241,3,6.3578422665081,2,7.262628600974241,1.0986122886681098,180500.0
8,3,21,1.0986122886681098,7.461640392208575,1999,6.878326468291325,4,6.175867270105761,3,6.891625897052253,1.0986122886681098,172500.0
7,3,5,1.0986122886681098,7.450660796211539,2004,6.7580945044277305,4,6.338594078203183,3,6.7580945044277305,1.0986122886681098,196500.0
10,4,22,1.3862943611198906,7.988203597022576,2006,7.252053951852814,5,6.464588303689961,3,7.263329617476836,1.3862943611198906,438780.0
5,2,5,0.6931471805599453,6.660575149839686,1972,6.660575149839686,3,5.8664680569332965,2,6.660575149839686,0.6931471805599453,124900.0
6,2,20,1.0986122886681098,7.055312843339752,2004,7.055312843339752,4,6.3578422665081,3,7.055312843339752,0.6931471805599453,158000.0
5,2,9,0.6931471805599453,7.013915474810528,1920,6.274762021241939,3,5.666426688112432,1,6.366470447731438,0.6931471805599453,101000.0
8,3,16,1.0986122886681098,7.223295679562314,2006,7.223295679562314,4,6.184148890937483,3,7.223295679562314,1.0986122886681098,202500.0
7,2,17,1.0986122886681098,7.444833273892193,1921,6.3578422665081,3,6.175867270105761,2,6.805722553416985,1.0986122886681098,140000.0
7,2,5,1.0986122886681098,7.618251097876695,1997,6.964135612418245,4,6.470799503782602,3,6.964135612418245,1.0986122886681098,219500.0
8,3,16,1.3862943611198906,7.813591552952433,2004,7.042286171939743,5,6.748759547491679,3,7.042286171939743,1.0986122886681098,317000.0
7,2,12,1.0986122886681098,7.699842407396986,1970,7.57455848420248,4,6.3578422665081,2,7.699842407396986,1.0986122886681098,180000.0
7,3,5,1.0986122886681098,7.299797366758161,2003,7.282073658093465,4,6.326149473155099,3,7.299797366758161,1.0986122886681098,226000.0
4,2,17,0.6931471805599453,6.617402977974478,1945,6.617402977974478,3,5.3981627015177525,2,6.617402977974478,0.6931471805599453,80000.0
7,3,4,1.0986122886681098,7.735433352499688,1953,7.173958319756794,3,6.504288173536645,2,7.173958319756794,1.0986122886681098,225000.0
7,2,12,1.0986122886681098,7.707062655370473,1973,7.707062655370473,4,6.248042874508429,2,7.707062655370473,1.0986122886681098,244000.0
4,2,11,1.0986122886681098,6.740519359606223,1982,6.740519359606223,3,5.8888779583328805,2,6.740519359606223,0.6931471805599453,129500.0
7,2,8,1.0986122886681098,7.449498005382849,1998,6.725033642166843,4,6.059123195581797,2,6.786716950605081,1.0986122886681098,185000.0
5,2,12,1.0986122886681098,6.99117688712121,1954,6.99117688712121,3,6.19644412779452,2,6.99117688712121,0.6931471805599453,144900.0
3,3,17,0.6931471805599453,7.381501894506707,1915,6.734591659972948,2,5.940171252720432,2,6.734591659972948,1.0986122886681098,107400.0
4,2,10,0.6931471805599453,6.8966943316227125,1973,6.137727054086234,4,5.697093486505405,2,6.267200548541362,0.6931471805599453,91000.0
4,2,12,0.6931471805599453,6.859614903654202,1956,6.859614903654202,3,5.648974238161206,2,6.859614903654202,0.6931471805599453,135750.0
5,2,3,0.6931471805599453,7.1592919047975645,1948,6.511745329644728,3,5.484796933490655,2,6.9782137426306985,0.6931471805599453,127000.0
4,2,19,0.0,7.478169694159785,1968,7.478169694159785,3,0.0,2,7.478169694159785,1.0986122886681098,136500.0
5,2,17,1.0986122886681098,7.115582126184454,1910,6.089044875446846,3,6.089044875446846,2,6.52649485957079,0.6931471805599453,110000.0
6,2,12,0.6931471805599453,7.669961995473577,1968,6.799055862058796,4,6.234410725718371,3,7.075808863978387,1.0986122886681098,193500.0
6,2,11,1.0986122886681098,7.198931240688173,1998,7.121252453244542,5,6.0063531596017325,2,7.198931240688173,1.0986122886681098,153500.0
8,2,21,1.3862943611198906,7.355001921105257,2007,7.355001921105257,4,6.63200177739563,3,7.355001921105257,1.0986122886681098,245000.0
5,2,12,1.0986122886681098,6.97166860472579,1960,6.97166860472579,3,6.135564891081739,2,6.97166860472579,0.6931471805599453,126500.0
7,2,8,1.0986122886681098,7.29641326877392,1995,5.953243334287785,4,5.993961427306569,2,6.690842277418564,1.0986122886681098,168500.0
8,3,15,1.0986122886681098,7.790696031174738,1991,7.161622002939187,4,6.137727054086234,3,7.171656822768514,1.0986122886681098,260000.0
6,3,8,1.0986122886681098,7.353081920515432,2005,6.529418838262226,4,5.993961427306569,3,6.529418838262226,1.0986122886681098,174000.0
6,3,21,1.0986122886681098,7.110696122978827,2009,6.418364935936212,4,6.270988431858299,3,6.418364935936212,1.0986122886681098,164500.0
3,1,9,0.0,7.331060305218632,1915,6.921658184151129,3,0.0,1,6.921658184151129,0.6931471805599453,85000.0
4,2,5,0.0,6.898714534329988,1994,6.898714534329988,4,0.0,2,6.898714534329988,0.6931471805599453,123600.0
4,2,12,1.0986122886681098,6.947937068614969,1950,0.0,0,6.042632833682381,2,6.947937068614969,0.6931471805599453,109900.0
5,2,12,1.0986122886681098,7.119635638017636,1961,7.119635638017636,3,6.175867270105761,2,7.119635638017636,0.6931471805599453,98600.0
5,2,6,1.0986122886681098,6.872128101338986,1921,6.776506992372183,4,6.07073772800249,2,6.872128101338986,0.6931471805599453,163500.0
6,2,17,1.0986122886681098,7.73718007783463,1910,7.102499355774649,3,6.228511003591184,2,7.13966033596492,1.0986122886681098,133900.0
6,2,5,1.0986122886681098,7.488293515159428,1997,6.715383386334681,4,6.529418838262226,3,6.80903930604298,1.0986122886681098,204750.0
6,4,8,1.0986122886681098,7.293697720601438,1993,6.523562306149512,4,6.042632833682381,2,6.523562306149512,1.0986122886681098,185000.0
7,3,5,1.0986122886681098,7.370860166536716,1999,7.370860166536716,4,6.159095388491933,3,7.370860166536716,1.0986122886681098,214000.0
4,2,7,0.6931471805599453,6.8679744089702925,1965,6.8679744089702925,3,6.07073772800249,2,6.8679744089702925,0.6931471805599453,94750.0
5,2,7,0.6931471805599453,6.728628613084702,1920,6.129050210060545,3,5.905361848054571,2,6.728628613084702,0.6931471805599453,83000.0
4,2,12,0.0,7.111512116496157,1959,6.85751406254539,3,0.0,2,7.111512116496157,0.6931471805599453,128950.0
6,2,14,1.0986122886681098,7.384610383176974,1977,7.384610383176974,3,6.175867270105761,3,7.384610383176974,1.0986122886681098,205000.0
6,3,20,1.0986122886681098,7.457609289715606,1985,6.60934924316738,4,6.1675164908883415,3,6.885509670034818,1.0986122886681098,178000.0
5,2,20,1.0986122886681098,7.336936913707618,1979,0.0,0,6.018593214496234,2,7.336936913707618,1.0986122886681098,118964.0
7,2,5,1.3862943611198906,7.112327444710911,2009,7.112327444710911,4,6.608000625296087,3,7.112327444710911,1.0986122886681098,198900.0
7,2,9,0.6931471805599453,7.506042178518122,1931,6.947937068614969,3,5.484796933490655,2,7.112327444710911,0.6931471805599453,169500.0
8,3,21,1.0986122886681098,7.597396320212795,2003,6.960347729101308,5,6.47543271670409,3,6.960347729101308,1.0986122886681098,250000.0
4,2,17,0.6931471805599453,6.954638864880987,1885,6.464588303689961,2,5.613128106388071,2,6.954638864880987,0.6931471805599453,100000.0
5,2,17,0.6931471805599453,6.672032945461067,1948,6.672032945461067,3,5.525452939131784,2,6.672032945461067,0.6931471805599453,115000.0
5,2,9,0.0,7.325148957955575,1919,6.677083461247136,3,0.0,1,6.905753276311464,1.0986122886681098,115000.0
6,2,14,1.0986122886681098,7.520234556474628,1977,7.520234556474628,4,6.304448802421981,2,7.520234556474628,1.0986122886681098,190000.0
6,2,7,0.6931471805599453,7.526178913346146,1954,6.902742737158593,3,5.786897381366708,2,7.104144092987527,1.0986122886681098,136900.0
7,2,8,1.0986122886681098,7.266128779556451,2000,5.953243334287785,4,5.993961427306569,2,6.652863029353347,1.0986122886681098,180000.0
7,3,5,1.3862943611198906,7.89989532313973,2007,7.142827401161621,5,6.675823221634848,4,7.1569563646156364,1.0986122886681098,383970.0
6,2,6,1.0986122886681098,7.723120092266331,1953,7.501082124259871,4,6.111467339502679,3,7.723120092266331,1.0986122886681098,217000.0
6,2,6,0.6931471805599453,7.749753406274437,1945,6.9363427358340495,3,5.198497031265826,3,7.270312886079025,1.0986122886681098,259500.0
6,2,21,1.0986122886681098,7.285506548522785,1999,6.593044534142437,4,6.089044875446846,2,6.593044534142437,1.0986122886681098,176000.0
5,2,19,0.6931471805599453,6.996681488176539,1962,6.996681488176539,3,5.666426688112432,2,6.996681488176539,0.6931471805599453,139000.0
5,2,7,1.0986122886681098,7.026426808699636,2006,7.026426808699636,4,6.066108090103747,2,7.026426808699636,0.6931471805599453,155000.0
7,2,20,1.3862943611198906,8.078067881815437,1990,7.422971251049421,4,6.38856140554563,3,7.438383530044307,1.3862943611198906,320000.0
6,3,5,1.0986122886681098,7.284134806195205,2005,6.591673732008658,4,5.968707559985366,3,6.591673732008658,1.0986122886681098,163990.0
6,2,4,1.0986122886681098,6.8966943316227125,1969,6.844815479208263,3,6.293419278846481,2,6.8966943316227125,0.6931471805599453,180000.0
4,2,9,0.6931471805599453,7.024649030453636,1939,6.597145701886651,3,5.579729825986222,2,6.650279048587422,0.6931471805599453,100000.0
6,2,12,0.6931471805599453,6.985641817639208,1958,6.985641817639208,3,5.666426688112432,2,6.985641817639208,0.6931471805599453,136000.0
6,3,20,1.0986122886681098,7.090076835776092,1993,7.090076835776092,4,6.274762021241939,3,7.090076835776092,1.0986122886681098,153900.0
6,2,14,1.0986122886681098,7.369600720526409,1979,7.217443431696533,4,6.077642243349034,2,7.369600720526409,1.0986122886681098,181000.0
6,2,9,0.0,6.626717749249025,1935,6.255750041753367,3,0.0,2,6.255750041753367,0.6931471805599453,84500.0
6,2,13,1.0986122886681098,6.865891074883439,1976,6.983789965258135,4,6.089044875446846,2,6.865891074883439,1.0986122886681098,128000.0
5,2,17,0.0,6.734591659972948,1930,6.511745329644728,3,0.0,2,6.734591659972948,0.6931471805599453,87000.0
6,2,12,1.0986122886681098,7.207118856207756,1966,6.493753839851686,3,6.118097198041348,2,6.493753839851686,0.6931471805599453,155000.0
5,2,12,1.0986122886681098,6.960347729101308,1958,6.9167150203536085,3,6.621405651764134,4,6.960347729101308,0.6931471805599453,150000.0
7,2,12,1.0986122886681098,7.67693714581808,1966,6.829793737512425,3,6.190315405853148,3,7.104144092987527,1.0986122886681098,226000.0
6,3,8,1.0986122886681098,7.628031126930335,2000,6.900730664045173,4,5.968707559985366,3,6.930494765951626,1.0986122886681098,244000.0
5,2,12,1.0986122886681098,7.191429330036379,1959,6.96979066990159,3,6.437751649736401,3,7.191429330036379,0.6931471805599453,150750.0
8,3,23,1.0986122886681098,7.167809184316444,2001,7.145196134997171,5,6.156978985585555,3,7.167809184316444,1.0986122886681098,220000.0
5,2,19,1.0986122886681098,7.451241684987676,1968,7.2875606403097235,3,6.089044875446846,2,7.451241684987676,1.0986122886681098,180000.0
7,2,14,1.0986122886681098,7.428333194190806,1970,7.173958319756794,3,6.274762021241939,2,7.428333194190806,1.0986122886681098,174000.0
5,2,12,0.6931471805599453,7.102499355774649,1967,7.102499355774649,3,5.765191102784844,2,7.102499355774649,1.0986122886681098,143000.0
7,2,11,1.3862943611198906,7.580699752224563,1988,7.553810852008231,3,6.642486801367256,2,7.580699752224563,1.3862943611198906,171000.0
8,3,5,1.3862943611198906,7.52456122628536,1999,6.912742820493176,4,6.493753839851686,3,6.912742820493176,1.0986122886681098,230000.0
6,2,5,1.0986122886681098,7.475905969367397,1997,6.834108738813838,4,6.154858094016418,3,6.834108738813838,1.0986122886681098,231500.0
4,2,12,0.0,6.762729506931879,1971,6.762729506931879,3,0.0,2,6.762729506931879,0.6931471805599453,115000.0
7,3,5,1.0986122886681098,7.45876269238096,2005,7.45876269238096,4,6.493753839851686,3,7.45876269238096,1.0986122886681098,260000.0
5,2,12,1.0986122886681098,7.234177179749849,1952,6.814542897259958,3,6.580639137284949,2,6.814542897259958,1.0986122886681098,166000.0
7,3,5,1.0986122886681098,7.31455283232408,1999,7.307202314764738,4,6.359573868672378,3,7.31455283232408,1.0986122886681098,204000.0
5,2,19,1.0986122886681098,7.455298485683291,1963,7.455298485683291,3,6.22455842927536,2,7.455298485683291,1.0986122886681098,125000.0
6,3,7,1.0986122886681098,7.444248649496705,2004,6.878326468291325,4,5.942799375126701,3,6.878326468291325,1.0986122886681098,130000.0
5,2,3,0.6931471805599453,6.775366090936392,1931,6.573680166960646,3,5.198497031265826,2,6.775366090936392,0.6931471805599453,105000.0
7,3,8,1.0986122886681098,7.618742377670413,2001,6.785587645007929,4,6.075346031088684,3,6.785587645007929,1.0986122886681098,222500.0
7,2,20,0.0,6.985641817639208,2004,6.985641817639208,4,0.0,3,6.985641817639208,0.6931471805599453,141000.0
5,2,3,0.6931471805599453,7.20414929203594,1936,6.799055862058796,4,5.484796933490655,2,6.799055862058796,0.6931471805599453,115000.0
5,2,5,1.0986122886681098,6.877296071497429,1975,6.877296071497429,3,6.089044875446846,2,6.877296071497429,0.6931471805599453,122000.0
8,3,16,1.3862943611198906,7.444833273892193,2007,7.444833273892193,5,6.765038976780541,3,7.444833273892193,1.0986122886681098,372402.0
6,2,14,1.0986122886681098,7.597897950521784,1971,6.716594773520978,3,6.206575926724928,2,7.001245622069476,1.0986122886681098,190000.0
6,2,4,1.0986122886681098,7.133295954896068,1960,7.379632152609552,4,6.336825731146441,2,7.133295954896068,0.6931471805599453,235000.0
6,2,17,0.6931471805599453,7.090909822079984,1923,7.090909822079984,3,5.746203190540153,2,7.090909822079984,0.6931471805599453,125000.0
6,2,7,0.0,7.00033446027523,1924,6.35088571671474,3,0.0,2,6.35088571671474,0.6931471805599453,79000.0
5,2,12,1.0986122886681098,6.947937068614969,1950,0.0,0,6.439350371100098,2,6.947937068614969,0.6931471805599453,109500.0
8,3,23,1.3862943611198906,7.585281078639126,2009,6.652863029353347,5,6.523562306149512,4,6.652863029353347,1.0986122886681098,269500.0
7,3,21,1.0986122886681098,7.57455848420248,2004,6.899723107284872,4,6.520621127558696,3,6.899723107284872,1.0986122886681098,254900.0
7,3,8,1.0986122886681098,7.809135398120538,2005,7.239214973779806,4,6.3578422665081,3,7.239214973779806,1.0986122886681098,320000.0
6,2,24,1.0986122886681098,7.117205503164344,1984,7.117205503164344,4,6.248042874508429,2,7.117205503164344,1.0986122886681098,162500.0
9,3,16,1.3862943611198906,7.889459149404524,2003,7.360739903058278,5,6.588926477533519,4,7.360739903058278,1.0986122886681098,412500.0
7,3,16,1.0986122886681098,7.340835554123275,2005,7.340835554123275,4,6.278521424165844,3,7.340835554123275,1.0986122886681098,220000.0
4,2,17,0.0,6.78332520060396,1956,6.78332520060396,3,0.0,2,6.78332520060396,0.6931471805599453,103200.0
6,2,17,0.6931471805599453,7.388327859577107,1926,7.047517221357296,3,5.37989735354046,3,7.047517221357296,1.0986122886681098,152000.0
5,2,7,0.0,7.212294468500341,1940,6.4692503167957724,3,0.0,2,6.695798917058491,1.0986122886681098,127500.0
5,3,4,0.6931471805599453,7.532623618788788,1955,7.388946097618437,3,5.717027701406222,2,7.532623618788788,0.6931471805599453,190000.0
8,3,16,1.3862943611198906,7.6787889981991535,2007,7.367077059881012,5,6.672032945461067,4,7.384610383176974,0.6931471805599453,325624.0
7,3,8,1.0986122886681098,7.450660796211539,2004,6.734591659972948,4,6.089044875446846,3,6.734591659972948,1.0986122886681098,183500.0
8,3,23,1.0986122886681098,7.443078374348516,1981,7.430707082545968,4,6.238324625039508,2,7.443078374348516,1.0986122886681098,228000.0
5,2,17,1.0986122886681098,7.232010331664759,1941,6.580639137284949,3,6.493753839851686,2,6.75110146893676,0.6931471805599453,128500.0
6,2,12,1.0986122886681098,7.412764017426562,1960,6.985641817639208,3,6.270988431858299,2,7.412764017426562,0.6931471805599453,215000.0
7,3,22,1.0986122886681098,7.477604243197589,1987,6.970730078143525,4,6.22455842927536,3,6.970730078143525,1.0986122886681098,239000.0
6,2,12,1.0986122886681098,7.217443431696533,1961,7.217443431696533,3,6.22455842927536,2,7.217443431696533,0.6931471805599453,163000.0
6,2,23,1.0986122886681098,7.409741954080923,1986,7.382124365737512,4,6.424869023905388,2,7.409741954080923,1.0986122886681098,184000.0
6,2,7,1.0986122886681098,7.677400430514807,1950,7.0925737159746784,3,6.3578422665081,3,7.677400430514807,1.0986122886681098,243000.0
6,3,4,1.0986122886681098,7.630946580890459,1988,7.049254841255837,4,6.257667587882639,2,7.060476365999801,1.0986122886681098,211000.0
5,3,19,1.0986122886681098,7.560601162768557,1958,6.959398512133975,3,6.113682179832232,3,7.133295954896068,1.0986122886681098,172500.0
9,4,22,1.3862943611198906,7.711996507047669,2008,7.703910209616311,5,7.062191632286556,4,7.711996507047669,1.0986122886681098,501837.0
5,3,17,1.0986122886681098,6.876264611890766,1923,6.876264611890766,3,6.175867270105761,2,6.876264611890766,0.6931471805599453,100000.0
6,3,21,1.0986122886681098,7.330405211844402,2000,6.6293632534374485,4,6.089044875446846,3,6.646390514847729,1.0986122886681098,177000.0
7,2,6,0.6931471805599453,7.497207223203318,1920,6.677083461247136,2,5.37989735354046,2,6.804614520062624,0.6931471805599453,200100.0
5,2,7,0.6931471805599453,7.201170883281678,1957,0.0,0,5.53338948872752,2,7.201170883281678,0.6931471805599453,120000.0
7,2,17,1.0986122886681098,7.641564441260972,2003,7.217443431696533,4,6.184148890937483,3,7.217443431696533,1.0986122886681098,200000.0
5,2,3,1.0986122886681098,7.133295954896068,1908,6.22455842927536,2,6.3578422665081,2,6.842683282238422,0.6931471805599453,127000.0
10,3,17,1.3862943611198906,8.19118600464279,1892,7.010311867307229,3,6.734591659972948,4,7.325807502595773,1.0986122886681098,475000.0
7,2,11,1.0986122886681098,7.1049654482698426,1990,7.080867896690782,4,6.210600077024653,3,7.1049654482698426,1.0986122886681098,173000.0
5,2,17,0.6931471805599453,7.412764017426562,1916,6.493753839851686,2,5.198497031265826,2,6.695798917058491,1.0986122886681098,135000.0
5,2,20,1.0986122886681098,7.110696122978827,1979,6.99117688712121,4,6.270988431858299,2,7.110696122978827,0.0,153337.0
8,3,22,1.0986122886681098,7.374001859350161,2001,7.374001859350161,5,6.52649485957079,4,7.374001859350161,0.6931471805599453,286000.0
8,3,6,1.0986122886681098,7.911324018963353,1932,6.74993119378857,4,6.089044875446846,3,7.346010209913293,1.0986122886681098,315000.0
7,2,12,1.0986122886681098,7.299797366758161,1972,6.587550014824796,3,6.184148890937483,3,6.587550014824796,0.6931471805599453,184000.0
7,3,5,1.0986122886681098,7.266827347520591,1999,7.266827347520591,4,6.502790045915623,3,7.266827347520591,1.0986122886681098,192000.0
7,3,7,1.0986122886681098,7.444248649496705,2004,6.878326468291325,4,5.942799375126701,3,6.878326468291325,1.0986122886681098,130000.0
5,2,5,0.6931471805599453,6.762729506931879,1972,6.762729506931879,3,5.8664680569332965,2,6.762729506931879,0.6931471805599453,127000.0
6,2,13,1.0986122886681098,7.284134806195205,1976,6.752270376141742,4,6.089044875446846,2,6.752270376141742,1.0986122886681098,148500.0
7,4,21,1.3862943611198906,7.454141078146678,2007,7.454141078146678,5,6.668228248417403,4,7.454141078146678,1.0986122886681098,311872.0
8,3,12,1.0986122886681098,8.043342170441608,1918,7.215975002651466,3,6.679599185844383,3,7.215975002651466,1.0986122886681098,235000.0
6,2,17,0.0,7.709756864454165,1912,6.628041376179533,3,0.0,2,6.835184586147301,0.6931471805599453,104000.0
8,3,16,1.3862943611198906,7.446585099157725,2004,7.446585099157725,5,6.75343791859778,4,7.446585099157725,1.0986122886681098,274900.0
4,2,7,1.0986122886681098,7.022868086082641,2003,7.022868086082641,4,6.089044875446846,2,7.022868086082641,1.0986122886681098,140000.0
6,2,11,1.0986122886681098,7.154615356913663,1977,7.087573705557973,3,6.161207321695077,2,7.154615356913663,1.0986122886681098,171500.0
6,2,17,0.6931471805599453,7.1785454837637,1924,6.42648845745769,2,5.988961416889864,2,6.763884908562435,1.0986122886681098,112000.0
6,3,5,1.0986122886681098,6.744059186311348,2004,6.744059186311348,4,6.042632833682381,3,6.744059186311348,0.6931471805599453,149000.0
5,2,17,0.6931471805599453,7.158513997329321,1947,6.580639137284949,3,5.484796933490655,2,6.580639137284949,0.6931471805599453,110000.0
